window,start_date,end_date,rmse,r2,directional_accuracy
314,2020-10-09,2020-10-09,0.02530041315475847,,1.0
315,2020-10-16,2020-10-16,0.011862172878160687,,1.0
316,2020-10-23,2020-10-23,0.012997005807163016,,0.0
317,2020-10-30,2020-10-30,0.06782202291523548,,0.0
318,2020-11-06,2020-11-06,0.05919915334996101,,1.0
319,2020-11-13,2020-11-13,0.006016659036199641,,1.0
320,2020-11-20,2020-11-20,0.018236097736625538,,0.0
321,2020-11-27,2020-11-27,0.012751617613587937,,1.0
322,2020-12-04,2020-12-04,0.029959798622605352,,1.0
323,2020-12-11,2020-12-11,0.01955798845892509,,0.0
324,2020-12-18,2020-12-18,0.0022013031419378624,,1.0
325,2020-12-25,2020-12-25,0.015661907767222382,,0.0
326,2021-01-01,2021-01-01,0.006278629140051261,,1.0
327,2021-01-08,2021-01-08,0.018842593381667994,,0.0
328,2021-01-15,2021-01-15,0.03517878815926895,,0.0
329,2021-01-22,2021-01-22,0.0067887073479190145,,1.0
330,2021-01-29,2021-01-29,0.027684190191758114,,1.0
331,2021-02-05,2021-02-05,0.05678015755243805,,0.0
332,2021-02-12,2021-02-12,0.01043714382599693,,1.0
333,2021-02-19,2021-02-19,0.02101316261031858,,0.0
334,2021-02-26,2021-02-26,0.04842905996741709,,0.0
335,2021-03-05,2021-03-05,0.013800751767164877,,1.0
336,2021-03-12,2021-03-12,0.008516589331877704,,1.0
337,2021-03-19,2021-03-19,0.023964667296155397,,0.0
338,2021-03-26,2021-03-26,0.002694159927940946,,1.0
339,2021-04-02,2021-04-02,0.009006103130334543,,1.0
340,2021-04-09,2021-04-09,0.008639129227138054,,1.0
341,2021-04-16,2021-04-16,0.0016327377392747477,,1.0
342,2021-04-23,2021-04-23,0.015453263743348086,,0.0
343,2021-04-30,2021-04-30,0.012383300782017275,,1.0
344,2021-05-07,2021-05-07,0.0030370741413103114,,1.0
345,2021-05-14,2021-05-14,0.025453758689404915,,0.0
346,2021-05-21,2021-05-21,0.01958962210186653,,0.0
347,2021-05-28,2021-05-28,0.0038976789670451643,,1.0
348,2021-06-04,2021-06-04,0.005054383804924779,,1.0
349,2021-06-11,2021-06-11,0.006649418567355257,,1.0
350,2021-06-18,2021-06-18,0.02997671122735883,,0.0
351,2021-06-25,2021-06-25,0.01567086467760246,,1.0
352,2021-07-02,2021-07-02,0.005494378437835247,,1.0
353,2021-07-09,2021-07-09,0.006418958185400066,,1.0
354,2021-07-16,2021-07-16,0.023006519141070974,,0.0
355,2021-07-23,2021-07-23,0.0171101856936692,,1.0
356,2021-07-30,2021-07-30,0.013678873257742356,,0.0
357,2021-08-06,2021-08-06,0.0007965889634331084,,1.0
358,2021-08-13,2021-08-13,0.00641653647098156,,1.0
359,2021-08-20,2021-08-20,0.012309742207877318,,0.0
360,2021-08-27,2021-08-27,0.00745632254652966,,1.0
361,2021-09-03,2021-09-03,0.00241324060115947,,1.0
362,2021-09-10,2021-09-10,0.020642932723307184,,0.0
363,2021-09-17,2021-09-17,0.014504999922306725,,0.0
364,2021-09-24,2021-09-24,0.0009685194542601236,,1.0
365,2021-10-01,2021-10-01,0.030750908039343466,,0.0
366,2021-10-08,2021-10-08,0.0048269805077233024,,1.0
367,2021-10-15,2021-10-15,0.015376396912645852,,1.0
368,2021-10-22,2021-10-22,0.01858093879858439,,0.0
369,2021-10-29,2021-10-29,0.00516885524769365,,1.0
370,2021-11-05,2021-11-05,0.013499197989466812,,1.0
371,2021-11-12,2021-11-12,0.00452299054790465,,0.0
372,2021-11-19,2021-11-19,0.0005322637879259101,,1.0
373,2021-11-26,2021-11-26,0.030779473756441814,,0.0
374,2021-12-03,2021-12-03,0.017529543573440172,,0.0
375,2021-12-10,2021-12-10,0.032640873654869305,,1.0
376,2021-12-17,2021-12-17,0.025335619250708527,,0.0
377,2021-12-24,2021-12-24,0.007235394858340759,,1.0
378,2021-12-31,2021-12-31,0.0021794042263021396,,1.0
379,2022-01-07,2022-01-07,0.027427018237769767,,0.0
380,2022-01-14,2022-01-14,0.011427018220714208,,0.0
381,2022-01-21,2022-01-21,0.060962968955054056,,0.0
382,2022-01-28,2022-01-28,0.0013469210625156602,,1.0
383,2022-02-04,2022-02-04,0.011397473314464626,,1.0
384,2022-02-11,2022-02-11,0.02374976101053862,,0.0
385,2022-02-18,2022-02-18,0.021565776784632472,,0.0
386,2022-02-25,2022-02-25,0.0024718365260034264,,1.0
387,2022-03-04,2022-03-04,0.014992070102212651,,0.0
388,2022-03-11,2022-03-11,0.0332890291903845,,0.0
389,2022-03-18,2022-03-18,0.05909312029330166,,1.0
390,2022-03-25,2022-03-25,0.012383341508282734,,1.0
391,2022-04-01,2022-04-01,0.0034970970003316143,,1.0
392,2022-04-08,2022-04-08,0.013459851093700188,,0.0
393,2022-04-15,2022-04-15,0.027719945921664574,,0.0
394,2022-04-22,2022-04-22,0.035432740097214456,,0.0
