date,cum_true,cum_pred
2025-09-05,7180.502152906217,10654.296752721826
2025-09-12,7294.377663620248,10693.447022469663
2025-09-19,7383.082677277381,10748.491437713075
2025-09-26,7360.194952822969,10798.388179470638
2025-10-03,7440.059376646972,10871.214176343483
2025-10-10,7259.170016790817,10943.775235208544
2025-10-17,7382.694818693672,10943.504795035351
2025-10-24,7524.144748905579,10991.76849756019
2025-10-31,7577.886626002603,11048.953584726154
2025-11-07,7454.472184770096,11125.473781701954
2025-11-14,7473.5183534553635,11158.821319742
